,ind,preds,results,time
0,51,[[ 1.0336e-07           1]],1,1.2144954204559326
1,151,[[ 8.9622e-09           1]],1,0.2601966857910156
2,251,[[ 3.5214e-08           1]],1,0.28249478340148926
3,340,[[ 2.1575e-06           1]],1,0.2738211154937744
4,401,[[ 1.0978e-05     0.99999]],1,0.26160740852355957
5,451,[[  2.238e-08           1]],1,0.260784387588501
6,601,[[ 1.1507e-07           1]],1,0.30707240104675293
7,756,[[ 8.3884e-08           1]],1,0.2577495574951172
8,851,[[ 3.3195e-09           1]],1,0.2992849349975586
9,1001,[[    3.9e-08           1]],1,0.28415369987487793
10,1201,[[ 5.9987e-09           1]],1,0.2744269371032715
11,1351,[[ 5.6536e-06     0.99999]],1,0.3045053482055664
12,1451,[[ 2.8698e-08           1]],1,0.2972850799560547
13,1551,[[ 3.0024e-08           1]],1,0.28090810775756836
14,1601,[[ 1.3571e-08           1]],1,0.29070353507995605
15,1701,[[ 1.5001e-07           1]],1,0.29541754722595215
16,1901,[[ 9.9737e-10           1]],1,0.2813832759857178
17,1951,[[ 1.0863e-08           1]],1,0.2697460651397705
18,2028,[[ 2.7424e-08           1]],1,0.2493429183959961
19,2233,[[  2.315e-07           1]],1,0.25818419456481934
20,2301,[[ 2.1051e-08           1]],1,0.27886414527893066
21,2351,[[ 1.1674e-08           1]],1,0.25292229652404785
22,2475,[[ 1.2412e-08           1]],1,0.2344350814819336
23,2554,[[ 1.0666e-08           1]],1,0.2893853187561035
24,2703,[[ 5.1676e-09           1]],1,0.2937431335449219
25,2851,[[ 2.4166e-08           1]],1,0.26706743240356445
26,2975,[[ 5.3056e-08           1]],1,0.2506561279296875
27,3175,[[ 1.1715e-09           1]],1,0.25301218032836914
28,3325,[[ 4.3399e-08           1]],1,0.22974777221679688
29,3551,[[ 4.0366e-09           1]],1,0.2590162754058838
30,3675,[[ 4.5418e-09           1]],1,0.24812579154968262
31,3774,[[  8.195e-08           1]],1,0.25336480140686035
32,3851,[[ 2.8898e-09           1]],1,0.26332879066467285
33,3925,[[ 1.5198e-09           1]],1,0.29422688484191895
34,4024,[[ 2.6116e-07           1]],1,0.26532459259033203
35,4104,[[ 2.4351e-08           1]],1,0.2726292610168457
36,4227,[[ 1.6543e-08           1]],1,0.23680877685546875
37,4351,[[ 3.7151e-08           1]],1,0.27730321884155273
38,4449,[[ 1.6065e-09           1]],1,0.3385763168334961
39,4605,[[ 6.8216e-09           1]],1,0.7240273952484131
40,4704,[[ 2.7104e-09           1]],1,0.2710764408111572
41,4800,[[ 4.4054e-09           1]],1,0.28160595893859863
42,4855,[[ 5.5875e-08           1]],1,0.3297550678253174
43,4950,[[ 8.5488e-09           1]],1,0.2687842845916748
44,5050,[[ 6.7145e-10           1]],1,0.27408695220947266
45,5105,[[ 3.0574e-09           1]],1,0.2607748508453369
46,5204,[[ 6.4068e-08           1]],1,0.2820467948913574
47,5305,[[ 3.4899e-08           1]],1,0.3062591552734375
48,5357,[[ 1.7877e-07           1]],1,0.2852921485900879
49,5459,[[ 6.2439e-09           1]],1,0.2829296588897705
50,5553,[[ 3.0307e-06           1]],1,0.32379627227783203
51,5698,[[ 2.6974e-08           1]],1,0.2716665267944336
52,5860,[[ 8.1749e-08           1]],1,0.2869722843170166
53,6001,[[ 1.3867e-07           1]],1,0.316741943359375
54,6103,[[ 8.0738e-09           1]],1,0.30640149116516113
55,6251,[[ 3.4645e-08           1]],1,0.2770242691040039
56,6303,[[ 6.2149e-09           1]],1,0.29836010932922363
57,6448,[[ 3.1898e-09           1]],1,0.3035573959350586
58,6553,[[ 9.4481e-09           1]],1,0.30046963691711426
59,6673,[[ 2.5753e-08           1]],1,0.3045389652252197
60,6748,[[ 1.2808e-08           1]],1,0.31464409828186035
61,6799,[[  1.549e-08           1]],1,0.29602718353271484
62,6860,[[ 1.0884e-07           1]],1,0.30938053131103516
63,6997,[[ 6.8863e-11           1]],1,0.29792094230651855
64,7101,[[ 1.0145e-09           1]],1,0.28974437713623047
65,7203,[[ 3.4102e-09           1]],1,0.2797682285308838
66,7253,[[ 9.0733e-09           1]],1,0.2984011173248291
67,7347,[[ 3.5927e-09           1]],1,0.30393266677856445
68,7397,[[ 1.0125e-08           1]],1,0.27533888816833496
69,7503,[[ 5.8173e-09           1]],1,0.2870209217071533
70,7653,[[ 9.8897e-10           1]],1,0.27519702911376953
71,7753,[[  1.292e-09           1]],1,0.28696346282958984
72,7851,[[ 8.0973e-09           1]],1,0.2778017520904541
73,8001,[[ 3.2309e-09           1]],1,0.2827644348144531
74,8053,[[ 4.4882e-09           1]],1,0.26677513122558594
75,8203,[[ 3.1944e-10           1]],1,0.35292720794677734
76,8301,[[ 1.0609e-09           1]],1,0.29885435104370117
77,8451,[[ 2.2655e-09           1]],1,0.26740503311157227
78,8596,[[ 4.6475e-09           1]],1,0.2826075553894043
79,8651,[[  2.144e-09           1]],1,0.2894132137298584
80,8701,[[ 7.0639e-10           1]],1,0.2768387794494629
81,8901,[[  3.757e-09           1]],1,0.2890033721923828
82,8951,[[ 3.0385e-08           1]],1,0.2687971591949463
83,9001,[[ 2.0915e-09           1]],1,0.33252620697021484
84,9101,[[ 3.5198e-09           1]],1,0.31913089752197266
85,9170,[[ 1.1541e-09           1]],1,0.25913238525390625
86,9301,[[ 2.9008e-09           1]],1,0.2815546989440918
87,9370,[[ 4.6897e-10           1]],1,0.26526832580566406
88,9540,[[ 1.4178e-09           1]],1,0.2537415027618408
89,9645,[[ 7.6441e-10           1]],1,0.2779841423034668
90,9801,[[  4.117e-09           1]],1,0.27812671661376953
91,9901,[[ 5.0661e-08           1]],1,0.26250433921813965
92,10045,[[ 2.7825e-08           1]],1,0.310100793838501
