,ind,preds,results,time
0,51,[[ 2.2003e-10           1]],1,1.2547340393066406
1,306,[[ 1.2249e-10           1]],1,0.27872300148010254
2,401,[[ 1.7933e-10           1]],1,0.294780969619751
3,451,[[ 2.4754e-09           1]],1,0.2847602367401123
4,555,[[ 3.4243e-11           1]],1,0.29801416397094727
5,701,[[ 1.7185e-08           1]],1,0.27963972091674805
6,879,[[ 7.1159e-09           1]],1,0.266742467880249
7,1001,[[ 5.7275e-08           1]],1,0.2979447841644287
8,1101,[[ 1.0051e-07           1]],1,0.27974581718444824
9,1201,[[ 1.4294e-08           1]],1,0.2912442684173584
10,1301,[[ 2.3166e-08           1]],1,0.268648624420166
11,1451,[[ 4.2834e-09           1]],1,0.28257298469543457
12,1651,[[  8.051e-09           1]],1,0.258756160736084
13,1801,[[ 3.6133e-08           1]],1,0.2520723342895508
14,1951,[[ 3.2597e-09           1]],1,0.260547399520874
15,2051,[[ 2.2204e-09           1]],1,0.3345482349395752
16,2145,[[ 4.3076e-10           1]],1,0.25139641761779785
17,2201,[[ 4.0973e-08           1]],1,0.24738168716430664
18,2251,[[ 6.8206e-09           1]],1,0.28990793228149414
19,2422,[[ 2.9879e-08           1]],1,0.2353830337524414
20,2551,[[  2.052e-09           1]],1,0.24863100051879883
21,2651,[[ 8.3029e-08           1]],1,0.2543938159942627
22,2751,[[    0.99781   0.0021907]],0,0.2468433380126953
23,2900,[[   0.053076     0.94692]],1,0.25756072998046875
24,2956,[[    0.86293     0.13707]],0,0.26091766357421875
25,3051,[[    0.95665    0.043351]],0,0.26813721656799316
26,3106,[[   0.086508     0.91349]],1,0.2481088638305664
27,3200,[[   0.008706     0.99129]],1,0.270327091217041
28,3300,[[  0.0013526     0.99865]],1,0.2880830764770508
29,3350,[[    0.02557     0.97443]],1,0.2506120204925537
30,3400,[[   0.015581     0.98442]],1,0.2559671401977539
31,3500,[[ 8.7518e-05     0.99991]],1,0.262298583984375
32,3550,[[  0.0035899     0.99641]],1,0.2785911560058594
33,3706,[[    0.23162     0.76838]],1,0.2521498203277588
34,3800,[[       0.21        0.79]],1,0.266340970993042
35,3923,[[    0.63429     0.36571]],0,0.24255633354187012
36,4025,[[  0.0086186     0.99138]],1,0.2534523010253906
37,4125,[[   0.015775     0.98423]],1,0.24956417083740234
38,4249,[[    0.10034     0.89966]],1,0.2703382968902588
39,4351,[[    0.87906     0.12094]],0,0.2501065731048584
40,4450,[[    0.10739     0.89261]],1,0.2714107036590576
41,4554,[[  0.0033564     0.99664]],1,0.25789880752563477
42,4650,[[     0.5158      0.4842]],0,0.2553107738494873
43,4704,[[     0.3655      0.6345]],1,0.24682855606079102
44,4801,[[    0.23226     0.76774]],1,0.2583432197570801
45,4856,[[    0.37874     0.62126]],1,0.2601618766784668
46,4950,[[    0.20265     0.79735]],1,0.25258445739746094
47,5101,[[   0.020126     0.97987]],1,0.26086902618408203
48,5154,[[   0.032674     0.96733]],1,0.2685666084289551
49,5255,[[    0.35434     0.64566]],1,0.2649803161621094
50,5451,[[     0.0198      0.9802]],1,0.26878833770751953
