,ind,preds,results,time
0,18,[[    0.99887    0.001131]],0,1.1984007358551025
1,107,[[    0.97853    0.021467]],0,0.2403421401977539
2,209,[[    0.99699   0.0030125]],0,0.24386191368103027
3,313,[[    0.98205    0.017948]],0,0.2540252208709717
4,365,[[    0.98528    0.014716]],0,0.25132179260253906
5,469,[[    0.99397   0.0060335]],0,0.2681884765625
6,625,[[    0.98614    0.013862]],0,0.3237111568450928
7,703,[[    0.95779     0.04221]],0,0.2748560905456543
8,755,[[    0.72029     0.27971]],0,0.26843953132629395
9,813,[[    0.99221   0.0077858]],0,0.2788364887237549
10,885,[[    0.99702   0.0029839]],0,0.23770380020141602
11,989,[[    0.99898   0.0010231]],0,0.2518641948699951
12,1069,[[    0.98514     0.01486]],0,0.25021815299987793
13,1197,[[    0.96823    0.031767]],0,0.2595407962799072
14,1327,[[    0.97835    0.021654]],0,0.27885890007019043
15,1405,[[    0.59144     0.40856]],0,0.2359449863433838
16,1483,[[    0.98205    0.017945]],0,0.26743483543395996
17,1587,[[    0.99257   0.0074348]],0,0.23151731491088867
18,1665,[[    0.96892    0.031078]],0,0.27236366271972656
19,1795,[[     0.9993  0.00070044]],0,0.2799561023712158
20,1847,[[    0.65954     0.34046]],0,0.3203153610229492
21,1899,[[    0.89131     0.10869]],0,0.27573466300964355
22,1951,[[    0.99377   0.0062281]],0,0.2652263641357422
23,2055,[[     0.9129    0.087103]],0,0.26744699478149414
24,2107,[[    0.96563    0.034368]],0,0.26531314849853516
25,2159,[[    0.79112     0.20888]],0,0.2667243480682373
26,2289,[[    0.69344     0.30656]],0,0.294111967086792
27,2341,[[     0.9944   0.0056028]],0,0.284473180770874
28,2419,[[     0.6228      0.3772]],0,0.25101613998413086
29,2502,[[    0.94094    0.059061]],0,0.26493406295776367
30,2653,[[    0.99417   0.0058304]],0,0.24111032485961914
31,2731,[[    0.89221     0.10779]],0,0.2521231174468994
32,2783,[[   0.066803      0.9332]],1,0.2432570457458496
33,2861,[[    0.31104     0.68896]],1,0.22813725471496582
34,2913,[[    0.62101     0.37899]],0,0.24301481246948242
35,2991,[[    0.80276     0.19724]],0,0.26930880546569824
36,3045,[[     0.9917   0.0083025]],0,0.24039459228515625
37,3095,[[          1  1.4009e-06]],0,0.25974535942077637
38,3147,[[    0.68269     0.31731]],0,0.24894070625305176
39,3303,[[    0.75144     0.24856]],0,0.270143985748291
40,3381,[[    0.13512     0.86488]],1,0.24962711334228516
41,3537,[[    0.99544   0.0045615]],0,0.24069833755493164
42,3589,[[    0.47636     0.52364]],1,0.25452685356140137
43,3693,[[    0.93777    0.062226]],0,0.2598898410797119
44,3800,[[    0.49045     0.50955]],1,0.26788783073425293
45,3875,[[    0.99961  0.00038618]],0,0.2605137825012207
46,3927,[[    0.99277   0.0072271]],0,0.2591395378112793
47,3979,[[     0.5092      0.4908]],0,0.2478351593017578
48,4057,[[    0.71232     0.28768]],0,0.26067090034484863
49,4125,[[    0.99988  0.00012137]],0,0.2239539623260498
