,ind,preds,results,time
0,18,[[    0.83593     0.16407]],0,1.2375316619873047
1,136,[[    0.11743     0.88257]],1,0.2605326175689697
2,195,[[    0.68749     0.31251]],0,0.25540971755981445
3,339,[[    0.96167    0.038325]],0,0.26842689514160156
4,417,[[    0.10904     0.89096]],1,0.2508690357208252
5,495,[[    0.32987     0.67013]],1,0.2537376880645752
6,651,[[    0.30185     0.69815]],1,0.24464035034179688
7,703,[[    0.97493    0.025073]],0,0.2479381561279297
8,755,[[    0.21125     0.78875]],1,0.2663459777832031
9,833,[[    0.80483     0.19517]],0,0.24135947227478027
10,911,[[    0.96606    0.033942]],0,0.2543215751647949
11,989,[[    0.83436     0.16564]],0,0.24535560607910156
12,1097,[[    0.61365     0.38635]],0,0.25960302352905273
13,1159,[[    0.24285     0.75715]],1,0.25033044815063477
14,1249,[[    0.60404     0.39596]],0,0.2597520351409912
15,1327,[[    0.95842    0.041575]],0,0.2825496196746826
16,1431,[[    0.94896    0.051044]],0,0.25412678718566895
17,1509,[[    0.15287     0.84713]],1,0.2709841728210449
18,1561,[[    0.48155     0.51845]],1,0.2671175003051758
19,1743,[[   0.034133     0.96587]],1,0.273090124130249
20,1821,[[    0.16102     0.83898]],1,0.25104188919067383
21,1879,[[    0.24491     0.75509]],1,0.26720190048217773
22,1946,[[    0.10045     0.89955]],1,0.26893091201782227
23,2003,[[    0.98539    0.014609]],0,0.268873929977417
24,2081,[[     0.9995  0.00050336]],0,0.2747929096221924
25,2133,[[    0.93713    0.062874]],0,0.27767157554626465
26,2185,[[     0.3457      0.6543]],1,0.2816588878631592
27,2315,[[    0.97419    0.025814]],0,0.29377007484436035
28,2367,[[    0.90392    0.096077]],0,0.2782275676727295
29,2419,[[    0.98152    0.018484]],0,0.2910301685333252
30,2549,[[    0.29005     0.70995]],1,0.27748847007751465
31,2705,[[    0.77379     0.22621]],0,0.2724025249481201
32,2757,[[    0.95899    0.041006]],0,0.2681920528411865
33,2835,[[    0.13867     0.86133]],1,0.2693960666656494
34,2939,[[    0.93015    0.069845]],0,0.2501220703125
35,2991,[[    0.24763     0.75237]],1,0.26122021675109863
36,3069,[[    0.41247     0.58753]],1,0.2552628517150879
37,3203,[[    0.89394     0.10606]],0,0.24684596061706543
38,3277,[[    0.99143   0.0085651]],0,0.25405168533325195
39,3355,[[    0.23805     0.76195]],1,0.2503690719604492
40,3407,[[    0.32613     0.67387]],1,0.23157644271850586
41,3511,[[    0.63329     0.36671]],0,0.24767041206359863
42,3563,[[    0.77023     0.22977]],0,0.2784862518310547
43,3667,[[    0.71327     0.28673]],0,0.2470076084136963
44,3719,[[    0.02324     0.97676]],1,0.2800881862640381
45,3797,[[   0.088811     0.91119]],1,0.26129627227783203
46,3901,[[    0.44695     0.55305]],1,0.26346850395202637
47,4007,[[    0.88698     0.11302]],0,0.2524237632751465
48,4078,[[    0.73776     0.26224]],0,0.2558262348175049
49,4187,[[    0.93421    0.065789]],0,0.2356271743774414
50,4291,[[    0.18912     0.81088]],1,0.25587010383605957
51,4369,[[    0.15552     0.84448]],1,0.25845766067504883
52,4447,[[    0.50588     0.49412]],0,0.2640552520751953
53,4499,[[    0.64142     0.35858]],0,0.2948446273803711
54,4603,[[    0.93693    0.063069]],0,0.25386738777160645
55,4681,[[    0.93569    0.064306]],0,0.31882667541503906
56,4733,[[     0.9779      0.0221]],0,0.24675488471984863
57,4811,[[    0.81192     0.18808]],0,0.26713991165161133
58,4863,[[     0.8744      0.1256]],0,0.261094331741333
59,4967,[[    0.81703     0.18297]],0,0.26830410957336426
60,5045,[[    0.67617     0.32383]],0,0.27143144607543945
