,ind,preds,results,time
0,18,[[    0.99875   0.0012548]],0,1.1963911056518555
1,79,[[    0.87937     0.12063]],0,0.276324987411499
2,235,[[    0.85541     0.14459]],0,0.27284812927246094
3,339,[[    0.99547   0.0045277]],0,0.28365445137023926
4,417,[[    0.80027     0.19973]],0,0.2857828140258789
5,469,[[    0.99857   0.0014253]],0,0.27860426902770996
6,547,[[    0.99925  0.00075432]],0,0.26852893829345703
7,624,[[    0.86868     0.13132]],0,0.28501129150390625
8,679,[[    0.99765   0.0023519]],0,0.27663350105285645
9,833,[[    0.96692    0.033077]],0,0.27117919921875
10,888,[[    0.07199     0.92801]],1,0.28652095794677734
11,989,[[    0.92877    0.071225]],0,0.24865007400512695
12,1067,[[    0.99929  0.00071095]],0,0.26273179054260254
13,1119,[[    0.99835   0.0016458]],0,0.24962544441223145
14,1196,[[   0.008186     0.99181]],1,0.24455595016479492
15,1301,[[    0.38361     0.61639]],1,0.24555158615112305
16,1352,[[    0.38163     0.61837]],1,0.2728135585784912
17,1409,[[     0.8741      0.1259]],0,0.2532837390899658
18,1485,[[    0.73259     0.26741]],0,0.2566351890563965
19,1561,[[     0.8454      0.1546]],0,0.2594876289367676
20,1639,[[    0.34691     0.65309]],1,0.27341580390930176
21,1769,[[    0.29385     0.70615]],1,0.2349557876586914
22,1869,[[    0.60038     0.39962]],0,0.258101224899292
23,1925,[[    0.92027     0.07973]],0,0.25139927864074707
24,2107,[[    0.66166     0.33834]],0,0.2662324905395508
25,2180,[[     0.8738      0.1262]],0,0.25276756286621094
26,2233,[[    0.61209     0.38791]],0,0.2371528148651123
27,2393,[[     0.8216      0.1784]],0,0.26489925384521484
28,2445,[[     0.9308    0.069203]],0,0.29100465774536133
29,2601,[[    0.51941     0.48059]],0,0.25368642807006836
30,2679,[[    0.96099    0.039013]],0,0.2589397430419922
31,2731,[[    0.94408    0.055915]],0,0.25279879570007324
32,2783,[[    0.74487     0.25513]],0,0.23743438720703125
33,2861,[[    0.85464     0.14536]],0,0.2551109790802002
34,2939,[[    0.98601    0.013994]],0,0.26111435890197754
35,3097,[[    0.91248    0.087518]],0,0.25840210914611816
36,3157,[[    0.77466     0.22534]],0,0.33319520950317383
37,3329,[[    0.98157    0.018433]],0,0.268094539642334
38,3407,[[    0.65113     0.34887]],0,0.2593119144439697
39,3563,[[    0.88736     0.11264]],0,0.25170016288757324
40,3641,[[     0.9689    0.031104]],0,0.23168492317199707
41,3749,[[    0.95339    0.046611]],0,0.25430893898010254
42,3827,[[     0.9603    0.039704]],0,0.25647997856140137
43,3927,[[    0.98473    0.015272]],0,0.24824190139770508
