,0,1,2,3,4
0,41,1,0,0.9253047108650208,[0.0]
1,201,1,0,0.9278590679168701,[0.0]
2,301,1,0,0.9286867380142212,[0.0]
3,501,1,0,0.930138349533081,[0.0]
4,701,1,0,0.9264568090438843,[0.0]
5,751,1,0,0.925554096698761,[0.0]
6,880,1,0,0.926979660987854,[0.0]
7,951,1,0,0.9261032342910767,[0.0]
8,1003,1,0,0.9267501831054688,[0.0]
9,1101,1,0,0.9273580312728882,[0.0]
10,1173,1,0,0.9321973323822021,[0.0]
11,1253,1,0,0.9268865585327148,[0.0]
12,1390,1,0,0.9281337857246399,[0.0]
13,1452,1,0,0.9277536273002625,[0.0]
14,1559,1,0,0.9288753271102905,[0.0]
15,1701,1,0,0.9148656129837036,[0.0]
16,1901,1,0,0.9282265305519104,[0.0]
17,1951,1,0,0.930702805519104,[0.0]
18,2001,1,0,0.9288182258605957,[0.0]
19,2105,1,0,0.9283978343009949,[0.0]
20,2201,1,0,0.9274227023124695,[0.0]
21,2303,1,0,0.9285383820533752,[0.0]
22,2401,1,0,0.9321973323822021,[0.0]
23,2458,1,0,0.926308274269104,[0.0]
24,2607,1,0,0.9330827593803406,[0.0]
25,2750,1,0,0.9244789481163025,[0.0]
26,2851,1,0,0.9232656359672546,[0.0]
27,2955,1,0,0.9281219840049744,[0.0]
28,3051,1,0,0.9272121787071228,[0.0]
29,3151,1,0,0.9270429611206055,[0.0]
30,3201,1,0,0.9269970655441284,[0.0]
31,3351,1,0,0.9264044165611267,[0.0]
32,3551,1,0,0.9200287461280823,[0.0]
33,3651,1,0,0.9244253039360046,[0.0]
34,3706,1,0,0.9234349727630615,[0.0]
35,3804,1,0,0.9340497255325317,[0.0]
36,3950,1,1,0.9267982840538025,[1.0]
37,4036,1,1,0.9334221482276917,[1.0]
38,4257,1,1,0.9186166524887085,[1.0]
39,4320,1,1,0.9316980838775635,[1.0]
40,4399,1,1,0.9252293705940247,[1.0]
41,4501,1,1,0.9252913594245911,[1.0]
42,4599,1,1,0.9243402481079102,[1.0]
43,4651,1,1,0.9243083000183105,[1.0]
44,4701,1,1,0.9257935285568237,[1.0]
45,4839,1,1,0.9169741868972778,[1.0]
46,4951,1,1,0.9188520312309265,[1.0]
47,5114,1,1,0.9283583760261536,[1.0]
48,5199,1,1,0.9412897825241089,[1.0]
49,5251,1,1,0.932843029499054,[1.0]
50,5324,1,1,0.9337218999862671,[1.0]
51,5451,1,1,0.9377279877662659,[1.0]
52,5551,1,1,0.9259904623031616,[1.0]
53,5605,1,1,0.9365919232368469,[1.0]
54,5701,1,1,0.933441698551178,[1.0]
55,5803,1,1,0.9364011287689209,[1.0]
56,5901,1,1,0.9315412640571594,[1.0]
57,6048,1,1,0.9390137791633606,[1.0]
58,6098,1,1,0.9400249719619751,[1.0]
59,6148,1,1,0.9392779469490051,[1.0]
60,6301,1,1,0.9360317587852478,[1.0]
61,6451,1,1,0.9326128363609314,[1.0]
62,6538,1,1,0.9186716079711914,[1.0]
63,6648,1,1,0.9179789423942566,[1.0]
64,6744,1,1,0.9311755895614624,[1.0]
65,6801,1,1,0.932708740234375,[1.0]
66,6852,1,1,0.934951901435852,[1.0]
67,6947,1,1,0.9248457551002502,[1.0]
68,7047,1,1,0.9365997910499573,[1.0]
69,7101,1,1,0.9235090613365173,[1.0]
70,7151,1,1,0.9367235898971558,[1.0]
71,7251,1,1,0.9303846955299377,[1.0]
72,7327,1,1,0.9355912804603577,[1.0]
73,7447,1,1,0.9217067360877991,[1.0]
74,7497,1,1,0.9156226515769958,[1.0]
75,7593,1,1,0.9338706731796265,[1.0]
76,7667,1,1,0.9279662370681763,[1.0]
77,7771,1,1,0.9314733743667603,[1.0]
78,7847,1,1,0.9310850501060486,[1.0]
79,7947,1,1,0.9449402689933777,[1.0]
80,8051,1,1,0.9241328239440918,[1.0]
81,8147,1,1,0.9214962720870972,[1.0]
82,8246,1,1,0.9200665950775146,[1.0]
83,8303,1,1,0.9144605398178101,[1.0]
84,8394,1,1,0.9304998517036438,[1.0]
85,8499,1,1,0.9135187864303589,[1.0]
86,8590,1,1,0.9328114986419678,[1.0]
87,8746,1,1,0.9289888739585876,[1.0]
88,8801,1,1,0.917680561542511,[1.0]
89,8896,1,1,0.9359924793243408,[1.0]
90,8996,1,1,0.9384002685546875,[1.0]
91,9051,1,1,0.9179416298866272,[1.0]
92,9196,1,1,0.9206083416938782,[1.0]
93,9296,1,1,0.9139558672904968,[1.0]
94,9346,1,1,0.9135816097259521,[1.0]
95,9421,1,1,0.9106053709983826,[1.0]
96,9501,1,1,0.9269987344741821,[1.0]
97,9595,1,1,0.9292646646499634,[1.0]
98,9695,1,1,0.9258732795715332,[1.0]
99,9895,1,1,0.9260984659194946,[1.0]
100,9951,1,1,0.9263486862182617,[1.0]
101,10045,1,1,0.9212329387664795,[1.0]
102,10195,1,1,0.9217253923416138,[1.0]
103,10295,1,1,0.9261618256568909,[1.0]
104,10401,1,1,0.923949658870697,[1.0]
105,10551,1,1,0.9267944097518921,[1.0]
106,10695,1,1,0.9240432381629944,[1.0]
107,10820,1,1,0.9245389103889465,[1.0]
108,10951,1,1,0.9270212650299072,[1.0]
109,11194,1,1,0.9181578755378723,[1.0]
110,11251,1,1,0.9187459349632263,[1.0]
111,11337,1,1,0.9212621450424194,[1.0]
112,11444,1,1,0.9293801784515381,[1.0]
113,11501,1,1,0.9311558604240417,[1.0]
114,11601,1,1,0.9089887142181396,[1.0]
115,11694,1,1,0.9087699055671692,[1.0]
116,11794,1,1,0.9086741209030151,[1.0]
117,11851,1,1,0.9093273878097534,[1.0]
118,11951,1,1,0.9181433916091919,[1.0]
119,12144,1,1,0.9092170000076294,[1.0]
120,12194,1,1,0.9170855283737183,[1.0]
121,12251,1,1,0.9090045094490051,[1.0]
122,12393,1,1,0.9033842086791992,[1.0]
123,12501,1,1,0.8856786489486694,[1.0]
124,12643,1,1,0.914579451084137,[1.0]
125,12937,1,1,0.9159457087516785,[1.0]
126,13021,1,1,0.9309372901916504,[1.0]
127,13079,1,1,0.9281664490699768,[1.0]
128,13143,1,1,0.9180467128753662,[1.0]
129,13243,1,1,0.938178539276123,[1.0]
130,13293,1,1,0.9406538605690002,[1.0]
131,13351,1,1,0.9609794616699219,[1.0]
132,13451,1,1,0.9305210113525391,[1.0]
133,13651,1,1,0.9503647089004517,[1.0]
134,13751,1,1,0.9298686385154724,[1.0]
135,13884,1,1,0.9351227283477783,[1.0]
136,14072,1,1,0.9028958678245544,[1.0]
137,14151,1,1,0.9327836036682129,[1.0]
138,14351,1,1,0.9238460659980774,[1.0]
139,14451,1,1,0.9160221815109253,[1.0]
140,14640,1,1,0.9243522882461548,[1.0]
141,14707,1,1,0.9248095750808716,[1.0]
142,14790,1,1,0.9245631098747253,[1.0]
143,14842,1,1,0.9149139523506165,[1.0]
144,14892,1,1,0.9263662099838257,[1.0]
145,14991,1,1,0.9029623866081238,[1.0]
146,15091,1,1,0.9157646298408508,[1.0]
147,15191,1,1,0.9194570183753967,[1.0]
148,15441,1,1,0.9202322363853455,[1.0]
149,15663,1,1,0.9401132464408875,[1.0]
150,15791,1,1,0.9202805757522583,[1.0]
151,15841,1,1,0.9207539558410645,[1.0]
152,15939,1,1,0.9286959767341614,[1.0]
153,16031,1,1,0.9304988384246826,[1.0]
154,16198,1,1,0.9270384907722473,[1.0]
155,16311,1,1,0.9115384221076965,[1.0]
156,16390,1,1,0.9301525950431824,[1.0]
157,16440,1,1,0.9350070953369141,[1.0]
158,16582,1,1,0.9194746613502502,[1.0]
159,16640,1,1,0.9114131927490234,[1.0]
160,16751,1,1,0.9201371669769287,[1.0]
161,16840,1,1,0.9034528732299805,[1.0]
162,16890,1,1,0.9144682288169861,[1.0]
163,16995,1,1,0.9192185401916504,[1.0]
164,17101,1,1,0.9068350791931152,[1.0]
165,17240,1,1,0.9158439040184021,[1.0]
166,17291,1,1,0.9150069355964661,[1.0]
167,17440,1,1,0.9324145317077637,[1.0]
168,17501,1,1,0.9401820302009583,[1.0]
169,17551,1,1,0.9377659559249878,[1.0]
170,17651,1,1,0.9382274150848389,[1.0]
171,17739,1,1,0.9430304765701294,[1.0]
172,17839,1,1,0.9216505289077759,[1.0]
173,17939,1,1,0.9182734489440918,[1.0]
174,18101,1,1,0.9404960870742798,[1.0]
175,18201,1,1,0.9343182444572449,[1.0]
176,18301,1,1,0.9149144291877747,[1.0]
177,18389,1,1,0.9377213716506958,[1.0]
178,18439,1,1,0.9350281953811646,[1.0]
179,18493,1,1,0.93351811170578,[1.0]
180,18589,1,1,0.9326170682907104,[1.0]
181,18789,1,1,0.9399806261062622,[1.0]
182,18939,1,1,0.9440787434577942,[1.0]
183,19001,1,1,0.9330564141273499,[1.0]
184,19104,1,1,0.9226091504096985,[1.0]
185,19188,1,1,0.9251528382301331,[1.0]
186,19338,1,1,0.9263355135917664,[1.0]
187,19388,1,1,0.9177940487861633,[1.0]
188,19501,1,1,0.9290244579315186,[1.0]
189,19728,1,1,0.9316065311431885,[1.0]
190,19888,1,1,0.9343276023864746,[1.0]
191,19988,1,1,0.9350408911705017,[1.0]
192,20138,1,1,0.9299566745758057,[1.0]
193,20251,1,1,0.9343531131744385,[1.0]
194,20363,1,1,0.9313830733299255,[1.0]
195,20451,1,1,0.9313370585441589,[1.0]
196,20537,1,1,0.9424236416816711,[1.0]
197,20601,1,1,0.9454611539840698,[1.0]
198,20743,1,1,0.927054762840271,[1.0]
199,20856,1,1,0.9579783082008362,[1.0]
200,20906,1,1,0.9317932724952698,[1.0]
201,20959,1,1,0.9297955632209778,[1.0]
202,21101,1,1,0.9259366393089294,[1.0]
203,21173,1,1,0.9319517612457275,[1.0]
204,21301,1,1,0.9262811541557312,[1.0]
205,21451,1,1,0.9099798202514648,[1.0]
206,21587,1,1,0.9314976930618286,[1.0]
207,21659,1,1,0.9318334460258484,[1.0]
208,21801,1,1,0.909777820110321,[1.0]
209,21951,1,1,0.9104945063591003,[1.0]
210,22001,1,1,0.9278959631919861,[1.0]
211,22101,1,1,0.9037038087844849,[1.0]
212,22191,1,1,0.9179467558860779,[1.0]
213,22253,1,1,0.9200361371040344,[1.0]
214,22429,1,1,0.9213234782218933,[1.0]
215,22557,1,1,0.9182816743850708,[1.0]
216,22751,1,1,0.9420272707939148,[1.0]
217,22858,1,1,0.9341922998428345,[1.0]
218,22959,1,1,0.9516149759292603,[1.0]
219,23011,1,1,0.9494307637214661,[1.0]
220,23109,1,1,0.9399668574333191,[1.0]
221,23351,1,1,0.9447405338287354,[1.0]
222,23551,1,1,0.9188463687896729,[1.0]
223,23651,1,1,0.9270033240318298,[1.0]
224,23701,1,1,0.9270468950271606,[1.0]
225,23751,1,1,0.9227391481399536,[1.0]
226,23901,1,1,0.9286285638809204,[1.0]
227,23951,1,1,0.9296866059303284,[1.0]
228,24006,1,1,0.9293157458305359,[1.0]
229,24101,1,1,0.9154095649719238,[1.0]
230,24151,1,1,0.9010614156723022,[1.0]
231,24251,1,1,0.905670702457428,[1.0]
232,24335,1,1,0.9347774982452393,[1.0]
233,24488,1,1,0.9153803586959839,[1.0]
234,24551,1,1,0.9117543697357178,[1.0]
235,24651,1,1,0.9119476675987244,[1.0]
