,ind,preds,results,time
0,36,[[ 0.00013481     0.99987]],1,1.6829919815063477
1,157,[[ 6.2721e-06     0.99999]],1,0.2667562961578369
2,209,[[ 4.9003e-05     0.99995]],1,0.26312899589538574
3,342,[[ 8.0628e-05     0.99992]],1,0.2713503837585449
4,417,[[ 0.00032548     0.99967]],1,0.2628054618835449
5,469,[[ 3.7251e-05     0.99996]],1,0.2666971683502197
6,521,[[ 0.00024187     0.99976]],1,0.2639586925506592
7,599,[[ 0.00020214      0.9998]],1,0.27384495735168457
8,711,[[ 6.6388e-06     0.99999]],1,0.27654075622558594
9,807,[[  7.628e-05     0.99992]],1,0.2869377136230469
10,911,[[ 4.6633e-05     0.99995]],1,0.2769925594329834
11,1041,[[ 0.00015537     0.99984]],1,0.2771890163421631
12,1093,[[ 3.1085e-05     0.99997]],1,0.28298211097717285
13,1171,[[ 7.5215e-05     0.99992]],1,0.2629528045654297
14,1275,[[ 0.00011529     0.99988]],1,0.2744734287261963
15,1405,[[ 3.9268e-05     0.99996]],1,0.2719292640686035
16,1483,[[ 0.00013081     0.99987]],1,0.2715880870819092
17,1535,[[ 2.3903e-05     0.99998]],1,0.25957345962524414
18,1615,[[ 1.5114e-05     0.99998]],1,0.28792619705200195
19,1665,[[ 0.00012628     0.99987]],1,0.25093722343444824
20,1717,[[ 2.2322e-05     0.99998]],1,0.26827263832092285
21,1795,[[   0.011524     0.98848]],1,0.25879359245300293
22,1873,[[ 0.00060971     0.99939]],1,0.27643489837646484
23,1951,[[  0.0001249     0.99988]],1,0.2521367073059082
24,2133,[[ 0.00074663     0.99925]],1,0.29015564918518066
25,2211,[[  0.0002487     0.99975]],1,0.2984433174133301
26,2263,[[ 0.00023747     0.99976]],1,0.28061389923095703
27,2346,[[ 0.00024591     0.99975]],1,0.2827768325805664
28,2419,[[  0.0018142     0.99819]],1,0.27128124237060547
29,2523,[[  0.0011915     0.99881]],1,0.271240234375
30,2582,[[  0.0040288     0.99597]],1,0.2725956439971924
31,2653,[[ 1.0943e-05     0.99999]],1,0.3109126091003418
32,2705,[[ 0.00018168     0.99982]],1,0.306354284286499
33,2809,[[  0.0012756     0.99872]],1,0.26239943504333496
34,2913,[[  0.0032542     0.99675]],1,0.2487788200378418
35,3043,[[  0.0018697     0.99813]],1,0.2600593566894531
36,3121,[[  0.0033451     0.99665]],1,0.2736854553222656
37,3225,[[ 2.9013e-05     0.99997]],1,0.2543613910675049
38,3309,[[ 0.00045347     0.99955]],1,0.2553544044494629
39,3381,[[ 0.00019803      0.9998]],1,0.251798152923584
40,3485,[[ 0.00049584      0.9995]],1,0.25606226921081543
41,3563,[[  0.0016879     0.99831]],1,0.26196765899658203
42,3667,[[  0.0011434     0.99886]],1,0.24964690208435059
43,3745,[[  0.0013816     0.99862]],1,0.31661248207092285
44,3849,[[  0.0028213     0.99718]],1,0.24670815467834473
45,3953,[[ 2.1058e-05     0.99998]],1,0.26392102241516113
46,4062,[[ 0.00078723     0.99921]],1,0.26413846015930176
47,4187,[[ 0.00010201      0.9999]],1,0.2307748794555664
48,4342,[[ 1.2242e-06           1]],1,0.2568347454071045
49,4473,[[ 0.00011183     0.99989]],1,0.2802748680114746
50,4583,[[ 1.7819e-07           1]],1,0.27255916595458984
51,4657,[[ 1.7131e-07           1]],1,0.2665703296661377
52,4759,[[ 9.7053e-08           1]],1,0.26541709899902344
53,4837,[[ 3.1816e-06           1]],1,0.3463594913482666
54,5019,[[ 1.4678e-08           1]],1,0.2608964443206787
55,5097,[[ 5.1965e-07           1]],1,0.25643038749694824
56,5268,[[ 1.0598e-08           1]],1,0.24935340881347656
57,5331,[[ 2.6094e-08           1]],1,0.2673938274383545
58,5384,[[ 1.2331e-07           1]],1,0.2589588165283203
59,5508,[[ 8.4991e-07           1]],1,0.26516199111938477
60,5584,[[ 3.5972e-07           1]],1,0.26967549324035645
61,5798,[[ 0.00042369     0.99958]],1,0.26083874702453613
62,5851,[[  0.0011062     0.99889]],1,0.2707357406616211
63,5929,[[   0.002686     0.99731]],1,0.2508723735809326
64,5986,[[ 0.00023079     0.99977]],1,0.2586848735809326
65,6111,[[ 0.00037172     0.99963]],1,0.31589579582214355
66,6163,[[ 0.00093089     0.99907]],1,0.27056217193603516
67,6242,[[  0.0052513     0.99475]],1,0.27347564697265625
68,6294,[[  0.0010341     0.99897]],1,0.2405414581298828
69,6397,[[  0.0020706     0.99793]],1,0.2664017677307129
70,6500,[[ 5.1834e-05     0.99995]],1,0.28574490547180176
71,6552,[[ 0.00054472     0.99946]],1,0.2719395160675049
72,6657,[[  0.0059873     0.99401]],1,0.2740600109100342
73,6795,[[   0.014762     0.98524]],1,0.28441739082336426
74,6893,[[  0.0049354     0.99506]],1,0.2932286262512207
75,6968,[[  0.0041987      0.9958]],1,0.2909116744995117
76,7075,[[   0.056101      0.9439]],1,0.29219794273376465
77,7156,[[   0.013042     0.98696]],1,0.2791013717651367
78,7285,[[   0.029079     0.97092]],1,0.28145265579223633
79,7437,[[   0.070651     0.92935]],1,0.3099095821380615
80,7489,[[  0.0053552     0.99464]],1,0.26584291458129883
81,7543,[[   0.022427     0.97757]],1,0.2561373710632324
82,7642,[[  0.0023621     0.99764]],1,0.22516894340515137
83,7743,[[    0.02576     0.97424]],1,0.23964881896972656
84,7857,[[    0.14178     0.85822]],1,0.2346789836883545
85,8011,[[   0.027957     0.97204]],1,0.24509954452514648
86,8068,[[ 0.00034882     0.99965]],1,0.2739903926849365
87,8142,[[ 0.00049471     0.99951]],1,0.2813303470611572
88,8217,[[   0.021468     0.97853]],1,0.2313249111175537
89,8342,[[  0.0012872     0.99871]],1,0.2571430206298828
90,8399,[[   0.002469     0.99753]],1,0.261688232421875
91,8480,[[ 0.00081459     0.99919]],1,0.24653172492980957
92,8557,[[   0.021632     0.97837]],1,0.24633479118347168
93,8607,[[    0.18099     0.81901]],1,0.2488248348236084
94,8685,[[   0.031697      0.9683]],1,0.25534772872924805
95,8763,[[ 0.00022634     0.99977]],1,0.26322269439697266
96,8833,[[   0.019425     0.98058]],1,0.257063627243042
97,8947,[[  0.0055964      0.9944]],1,0.2584199905395508
98,9130,[[    0.04311     0.95689]],1,0.26592230796813965
99,9285,[[   0.056329     0.94367]],1,0.26778316497802734
100,9335,[[   0.012877     0.98712]],1,0.2572288513183594
101,9467,[[  0.0031703     0.99683]],1,0.24819159507751465
102,9543,[[    0.13472     0.86528]],1,0.26584410667419434
103,9617,[[    0.27031     0.72969]],1,0.2526395320892334
104,9673,[[   0.018162     0.98184]],1,0.2969553470611572
105,9731,[[   0.022712     0.97729]],1,0.24761724472045898
106,9840,[[  0.0044121     0.99559]],1,0.26276707649230957
107,9933,[[   0.013057     0.98694]],1,0.2753612995147705
108,9985,[[ 0.00049514      0.9995]],1,0.2537381649017334
109,10065,[[   0.073942     0.92606]],1,0.270580530166626
110,10115,[[   0.024197      0.9758]],1,0.33108091354370117
111,10193,[[  0.0026126     0.99739]],1,0.24454379081726074
112,10429,[[   0.082611     0.91739]],1,0.2634437084197998
113,10481,[[   0.020612     0.97939]],1,0.26819896697998047
114,10715,[[    0.11858     0.88142]],1,0.2358560562133789
115,10791,[[    0.43741     0.56259]],1,0.26695799827575684
116,10871,[[  0.0068894     0.99311]],1,0.2633833885192871
117,11027,[[   0.019163     0.98084]],1,0.2488875389099121
118,11181,[[   0.019001       0.981]],1,0.28159260749816895
119,11233,[[    0.35247     0.64753]],1,0.2736937999725342
120,11311,[[   0.017778     0.98222]],1,0.27559638023376465
121,11365,[[   0.055562     0.94444]],1,0.26819658279418945
122,11415,[[   0.056886     0.94311]],1,0.26682019233703613
123,11467,[[    0.14432     0.85568]],1,0.2732670307159424
124,11545,[[   0.071807     0.92819]],1,0.2769005298614502
125,11597,[[    0.02191     0.97809]],1,0.2753632068634033
126,11654,[[    0.24078     0.75922]],1,0.27887487411499023
127,11729,[[    0.17719     0.82281]],1,0.30353641510009766
128,11833,[[   0.023811     0.97619]],1,0.2480638027191162
129,11883,[[     0.3476      0.6524]],1,0.2506701946258545
130,11989,[[   0.016989     0.98301]],1,0.2580900192260742
131,12117,[[    0.21539     0.78461]],1,0.27059292793273926
132,12185,[[    0.27772     0.72228]],1,0.24282526969909668
133,12327,[[   0.073407     0.92659]],1,0.2566349506378174
134,12382,[[    0.36688     0.63312]],1,0.2624795436859131
135,12483,[[   0.010228     0.98977]],1,0.2602682113647461
136,12559,[[    0.19949     0.80051]],1,0.24868083000183105
137,12639,[[   0.025477     0.97452]],1,0.24833011627197266
138,12691,[[   0.083906     0.91609]],1,0.23830533027648926
