,ind,preds,results,time
0,18,[[    0.55131     0.44869]],0,1.2167177200317383
1,107,[[    0.42519     0.57481]],1,0.274003267288208
2,235,[[    0.92066    0.079338]],0,0.2671940326690674
3,365,[[    0.97355    0.026453]],0,0.28098297119140625
4,547,[[   0.089657     0.91034]],1,0.28086161613464355
5,625,[[   0.011531     0.98847]],1,0.2990124225616455
6,677,[[   0.026568     0.97343]],1,0.27959370613098145
7,755,[[  0.0051619     0.99484]],1,0.2818920612335205
8,807,[[   0.022635     0.97737]],1,0.27919745445251465
9,859,[[  0.0091482     0.99085]],1,0.321688175201416
10,989,[[  0.0012546     0.99875]],1,0.2830047607421875
11,1098,[[    0.32491     0.67509]],1,0.2972290515899658
12,1197,[[    0.97384    0.026162]],0,0.2907867431640625
13,1252,[[   0.021567     0.97843]],1,0.2748417854309082
14,1303,[[  0.0046908     0.99531]],1,0.27416491508483887
15,1405,[[     0.9758    0.024199]],0,0.25880861282348633
16,1457,[[   0.099394     0.90061]],1,0.2567572593688965
17,1561,[[    0.20902     0.79098]],1,0.26204371452331543
18,1665,[[    0.49584     0.50416]],1,0.2875089645385742
19,1743,[[     0.3085      0.6915]],1,0.24509716033935547
20,1795,[[     0.9588    0.041196]],0,0.2592935562133789
21,1847,[[     0.8069      0.1931]],0,0.2781851291656494
22,1921,[[    0.79946     0.20054]],0,0.287062406539917
23,1985,[[    0.50894     0.49106]],0,0.29753875732421875
24,2055,[[    0.85909     0.14091]],0,0.2673501968383789
25,2159,[[    0.94329    0.056714]],0,0.26903223991394043
26,2237,[[    0.95974    0.040258]],0,0.26044321060180664
27,2289,[[    0.99577   0.0042264]],0,0.28612279891967773
28,2367,[[    0.94023    0.059773]],0,0.2475593090057373
29,2493,[[    0.53223     0.46777]],0,0.2529315948486328
30,2549,[[    0.90706    0.092936]],0,0.2550485134124756
31,2601,[[    0.98365    0.016355]],0,0.2594132423400879
32,2679,[[     0.8903      0.1097]],0,0.2546217441558838
33,2757,[[    0.89848     0.10152]],0,0.27440929412841797
34,2811,[[    0.98462    0.015376]],0,0.26958703994750977
35,2865,[[    0.90414    0.095856]],0,0.2783219814300537
36,2915,[[    0.97252    0.027479]],0,0.2521324157714844
37,2991,[[    0.65484     0.34516]],0,0.2653989791870117
38,3043,[[     0.9894    0.010597]],0,0.24716663360595703
39,3121,[[    0.97995    0.020046]],0,0.26236724853515625
40,3173,[[    0.82583     0.17417]],0,0.26843810081481934
41,3251,[[    0.98085    0.019153]],0,0.26267099380493164
42,3329,[[    0.90961    0.090387]],0,0.2625241279602051
43,3433,[[    0.60047     0.39953]],0,0.26772069931030273
44,3485,[[    0.72393     0.27607]],0,0.2582530975341797
45,3563,[[    0.89242     0.10758]],0,0.27194786071777344
46,3641,[[    0.98535    0.014654]],0,0.263380765914917
47,3745,[[    0.52147     0.47853]],0,0.24562358856201172
48,3831,[[    0.10866     0.89134]],1,0.2652568817138672
49,3953,[[    0.04408     0.95592]],1,0.2518742084503174
50,4031,[[    0.15252     0.84748]],1,0.28206562995910645
51,4083,[[    0.91361    0.086389]],0,0.28577470779418945
52,4213,[[    0.79033     0.20967]],0,0.31616878509521484
53,4265,[[     0.8013      0.1987]],0,0.2704489231109619
54,4317,[[   0.050967     0.94903]],1,0.28385448455810547
