,ind,preds,results,time
0,37,[[   0.092374     0.90763]],1,1.1826941967010498
1,251,[[     0.0438      0.9562]],1,0.2604687213897705
2,401,[[   0.040537     0.95946]],1,0.24758696556091309
3,551,[[    0.48462     0.51538]],1,0.2541470527648926
4,601,[[   0.072914     0.92709]],1,0.2569739818572998
5,751,[[   0.050604      0.9494]],1,0.3275003433227539
6,851,[[     0.7754      0.2246]],0,0.24297261238098145
7,1001,[[    0.54311     0.45689]],0,0.2839772701263428
8,1101,[[    0.25891     0.74109]],1,0.2670438289642334
9,1201,[[    0.85822     0.14178]],0,0.26658058166503906
10,1301,[[    0.55665     0.44335]],0,0.23958110809326172
11,1351,[[    0.98438    0.015618]],0,0.2635180950164795
12,1501,[[  0.0041554     0.99584]],1,0.2652170658111572
13,1601,[[  0.0017541     0.99825]],1,0.2460651397705078
14,1651,[[ 8.8195e-05     0.99991]],1,0.2767367362976074
15,1801,[[  0.0002506     0.99975]],1,0.26222729682922363
16,1851,[[   0.003554     0.99645]],1,0.24393296241760254
17,2001,[[  0.0016808     0.99832]],1,0.25867772102355957
18,2101,[[  0.0003032      0.9997]],1,0.2768700122833252
19,2201,[[ 0.00021623     0.99978]],1,0.26287293434143066
20,2351,[[ 6.8039e-05     0.99993]],1,0.2605245113372803
21,2401,[[  0.0021567     0.99784]],1,0.2586953639984131
22,2601,[[ 0.00029171     0.99971]],1,0.26908326148986816
23,2801,[[  0.0009935     0.99901]],1,0.2669563293457031
24,2851,[[ 0.00027866     0.99972]],1,0.2751200199127197
25,2901,[[  0.0010441     0.99896]],1,0.2626633644104004
26,3001,[[   0.002211     0.99779]],1,0.2641289234161377
27,3051,[[ 0.00039944      0.9996]],1,0.26802992820739746
28,3173,[[ 0.00031242     0.99969]],1,0.24183249473571777
29,3223,[[  9.983e-05      0.9999]],1,0.25708770751953125
30,3451,[[ 0.00012726     0.99987]],1,0.25289344787597656
31,3550,[[ 0.00045989     0.99954]],1,0.25960397720336914
32,3601,[[ 0.00011932     0.99988]],1,0.2865176200866699
33,3701,[[ 0.00035753     0.99964]],1,0.26909446716308594
34,3856,[[   0.018124     0.98188]],1,0.28259706497192383
35,3950,[[  0.0078404     0.99216]],1,0.2845127582550049
36,4051,[[  0.0013466     0.99865]],1,0.2838888168334961
37,4146,[[   0.014027     0.98597]],1,0.26520562171936035
38,4201,[[  0.0018214     0.99818]],1,0.2921183109283447
39,4253,[[  0.0045163     0.99548]],1,0.2738766670227051
40,4304,[[  0.0017363     0.99826]],1,0.2919657230377197
41,4355,[[  0.0001812     0.99982]],1,0.30208778381347656
42,4501,[[  0.0088966      0.9911]],1,0.2850916385650635
43,4651,[[ 0.00048434     0.99952]],1,0.35657715797424316
44,4704,[[   0.012816     0.98718]],1,0.25333237648010254
45,4755,[[ 0.00048728     0.99951]],1,0.2570474147796631
46,4851,[[  0.0076905     0.99231]],1,0.2773113250732422
47,4948,[[    0.98808    0.011917]],0,0.2705836296081543
48,5001,[[    0.55618     0.44382]],0,0.25779294967651367
49,5101,[[    0.94969    0.050305]],0,0.2654995918273926
50,5204,[[   0.038491     0.96151]],1,0.2584102153778076
51,5305,[[   0.036172     0.96383]],1,0.25414395332336426
52,5405,[[    0.21852     0.78148]],1,0.24560809135437012
53,5503,[[     0.7905      0.2095]],0,0.2555701732635498
54,5554,[[    0.90293    0.097073]],0,0.27237939834594727
55,5653,[[    0.24846     0.75154]],1,0.2521355152130127
56,5751,[[    0.99238    0.007619]],0,0.24715757369995117
57,5803,[[     0.8008      0.1992]],0,0.2572147846221924
58,5853,[[    0.99962  0.00037735]],0,0.3013725280761719
59,5903,[[          1  1.3155e-09]],0,0.2607595920562744
60,6004,[[    0.97355    0.026446]],0,0.2564706802368164
61,6054,[[   0.076262     0.92374]],1,0.2509307861328125
62,6154,[[  0.0019823     0.99802]],1,0.2637028694152832
63,6205,[[    0.83106     0.16894]],0,0.26973676681518555
64,6303,[[    0.58984     0.41016]],0,0.2762885093688965
65,6401,[[    0.50785     0.49215]],0,0.2692687511444092
66,6455,[[    0.20701     0.79299]],1,0.2534174919128418
67,6551,[[     0.9856    0.014403]],0,0.2788970470428467
68,6603,[[    0.90528    0.094716]],0,0.27196502685546875
69,6653,[[    0.60864     0.39136]],0,0.2801625728607178
70,6753,[[    0.17422     0.82578]],1,0.25889039039611816
71,6804,[[   0.045829     0.95417]],1,0.2634434700012207
72,6898,[[    0.58877     0.41123]],0,0.2660994529724121
73,7003,[[   0.095553     0.90445]],1,0.8067681789398193
74,7153,[[    0.99851   0.0014863]],0,0.2604858875274658
75,7251,[[    0.99965  0.00034798]],0,0.2995948791503906
76,7303,[[    0.99977  0.00023163]],0,0.2830162048339844
77,7401,[[    0.72336     0.27664]],0,0.2722303867340088
78,7501,[[    0.97861    0.021394]],0,0.30498790740966797
79,7601,[[    0.96179     0.03821]],0,0.3036508560180664
80,7753,[[     0.8471      0.1529]],0,0.30195045471191406
81,7847,[[     0.8556      0.1444]],0,0.3020763397216797
82,7998,[[     0.9963   0.0037005]],0,0.3722536563873291
83,8151,[[    0.75555     0.24445]],0,0.3168222904205322
84,8221,[[    0.68326     0.31674]],0,0.2862393856048584
85,8301,[[    0.89814     0.10186]],0,0.30515265464782715
86,8400,[[    0.81402     0.18598]],0,0.3015708923339844
87,8469,[[    0.59345     0.40655]],0,0.26845574378967285
88,8651,[[    0.12124     0.87876]],1,0.28391504287719727
89,8701,[[    0.45419     0.54581]],1,0.2731750011444092
90,8846,[[    0.93546     0.06454]],0,0.2768518924713135
91,8902,[[    0.45744     0.54256]],1,0.2932267189025879
92,8996,[[    0.21243     0.78757]],1,0.29731202125549316
93,9051,[[    0.24312     0.75688]],1,0.2766265869140625
94,9153,[[    0.93059    0.069415]],0,0.267547607421875
95,9251,[[     0.5431      0.4569]],0,0.2909843921661377
96,9301,[[    0.63126     0.36874]],0,0.27551722526550293
97,9451,[[    0.64078     0.35922]],0,0.26915502548217773
98,9501,[[    0.27974     0.72026]],1,0.33457064628601074
99,9551,[[   0.023965     0.97603]],1,0.2727184295654297
100,9751,[[    0.97079    0.029214]],0,0.3141908645629883
101,9801,[[    0.96599    0.034006]],0,0.2969481945037842
102,9851,[[    0.97762    0.022383]],0,0.2596750259399414
103,10051,[[    0.87784     0.12216]],0,0.2518491744995117
104,10101,[[    0.93578     0.06422]],0,0.2722489833831787
105,10201,[[    0.80075     0.19925]],0,0.28757143020629883
106,10301,[[    0.91706    0.082935]],0,0.2884032726287842
107,10501,[[    0.22376     0.77624]],1,0.27985668182373047
108,10601,[[    0.94799    0.052011]],0,0.3147549629211426
109,10651,[[    0.95682    0.043179]],0,0.2847273349761963
110,10801,[[    0.98789    0.012109]],0,0.29436683654785156
111,10951,[[     0.2985      0.7015]],1,0.2805299758911133
112,11001,[[    0.95529    0.044706]],0,0.2854435443878174
113,11051,[[    0.96332    0.036682]],0,0.254227876663208
114,11201,[[    0.97848    0.021522]],0,0.2802431583404541
115,11294,[[    0.98993    0.010068]],0,0.2904164791107178
116,11444,[[    0.69995     0.30005]],0,0.2639904022216797
117,11494,[[     0.8269      0.1731]],0,0.26540470123291016
118,11649,[[     0.6299      0.3701]],0,0.30045056343078613
119,11701,[[    0.98714    0.012859]],0,0.26520323753356934
120,11801,[[    0.80858     0.19142]],0,0.2825601100921631
121,11901,[[    0.97986    0.020138]],0,0.28862667083740234
122,12001,[[    0.41021     0.58979]],1,0.30207395553588867
123,12101,[[    0.94274    0.057258]],0,0.2984468936920166
124,12151,[[    0.84907     0.15093]],0,0.33885836601257324
125,12251,[[    0.99532   0.0046777]],0,0.3065204620361328
126,12301,[[    0.99472    0.005277]],0,0.2995738983154297
127,12351,[[     0.9112    0.088795]],0,0.31705331802368164
128,12451,[[    0.57722     0.42278]],0,0.3032248020172119
129,12543,[[    0.96688    0.033121]],0,0.2962949275970459
130,12594,[[    0.97792    0.022079]],0,0.3009674549102783
131,12693,[[    0.33383     0.66617]],1,0.28038978576660156
132,12751,[[    0.98508     0.01492]],0,0.2929389476776123
133,12901,[[    0.45121     0.54879]],1,0.33712315559387207
134,13051,[[    0.81267     0.18733]],0,0.28530144691467285
135,13155,[[     0.4347      0.5653]],1,0.2679150104522705
136,13293,[[    0.98315     0.01685]],0,0.26750755310058594
137,13355,[[    0.28246     0.71754]],1,0.28002381324768066
138,13443,[[    0.80046     0.19954]],0,0.272244930267334
139,13504,[[    0.88523     0.11477]],0,0.2763361930847168
140,13601,[[    0.53091     0.46909]],0,0.316892147064209
141,13651,[[    0.99084   0.0091607]],0,0.2849717140197754
142,13701,[[    0.69603     0.30397]],0,0.27013421058654785
143,13843,[[     0.9065    0.093496]],0,0.28474998474121094
144,13951,[[    0.80008     0.19992]],0,0.2928943634033203
145,14101,[[    0.99764   0.0023584]],0,0.27524518966674805
146,14193,[[    0.99889    0.001109]],0,0.25368285179138184
147,14293,[[    0.99972  0.00027555]],0,0.2876772880554199
148,14351,[[    0.79687     0.20313]],0,0.36403799057006836
149,14401,[[    0.99076    0.009243]],0,0.26709604263305664
150,14551,[[    0.99369   0.0063069]],0,0.2814822196960449
151,14601,[[    0.99746   0.0025383]],0,0.26590728759765625
152,14751,[[    0.96915    0.030849]],0,0.27828240394592285
153,14851,[[    0.74387     0.25613]],0,0.2872185707092285
154,14943,[[    0.97286    0.027136]],0,0.2845885753631592
155,15001,[[    0.99647   0.0035292]],0,0.27526044845581055
156,15151,[[    0.93128    0.068716]],0,0.28119707107543945
157,15243,[[    0.88824     0.11176]],0,0.2834036350250244
158,15393,[[    0.93572    0.064281]],0,0.26369547843933105
159,15493,[[    0.12795     0.87205]],1,0.2799370288848877
160,15601,[[     0.9623    0.037697]],0,0.2633388042449951
161,15701,[[    0.37426     0.62574]],1,0.2905604839324951
162,15896,[[    0.54496     0.45504]],0,0.35897374153137207
163,15993,[[    0.82038     0.17962]],0,0.2648506164550781
164,16046,[[    0.25399     0.74601]],1,0.2602689266204834
165,16101,[[     0.4929      0.5071]],1,0.3073403835296631
166,16203,[[    0.94785     0.05215]],0,0.32268786430358887
167,16341,[[    0.90874    0.091265]],0,0.29828810691833496
168,16443,[[    0.95527    0.044729]],0,0.28218603134155273
169,16494,[[    0.99698   0.0030178]],0,0.3198263645172119
170,16544,[[    0.99998  2.1831e-05]],0,0.28572726249694824
171,16644,[[    0.98048    0.019517]],0,0.2720015048980713
172,16745,[[    0.58171     0.41829]],0,0.3707280158996582
173,16801,[[    0.65198     0.34802]],0,0.3291349411010742
174,16901,[[    0.74925     0.25075]],0,0.30696916580200195
175,17001,[[     0.9326      0.0674]],0,0.26424098014831543
176,17151,[[    0.92556    0.074443]],0,0.2697582244873047
177,17201,[[    0.96299    0.037005]],0,0.27534055709838867
178,17251,[[    0.99605   0.0039531]],0,0.3544430732727051
179,17351,[[    0.87754     0.12246]],0,0.28014159202575684
180,17495,[[     0.9993   0.0007022]],0,0.2673788070678711
181,17644,[[    0.99953  0.00047155]],0,0.30876994132995605
182,17762,[[    0.82459     0.17541]],0,0.29248523712158203
183,17901,[[    0.24474     0.75526]],1,0.26135826110839844
184,18051,[[    0.98969    0.010315]],0,0.2709841728210449
185,18151,[[     0.9854    0.014599]],0,0.29111146926879883
186,18201,[[    0.98919    0.010815]],0,0.2883281707763672
187,18301,[[    0.87399     0.12601]],0,0.274306058883667
188,18351,[[    0.99451   0.0054886]],0,0.2820854187011719
189,18501,[[    0.97329     0.02671]],0,0.27355504035949707
190,18551,[[    0.83966     0.16034]],0,0.28684377670288086
191,18645,[[    0.97822    0.021776]],0,0.270784854888916
192,18732,[[    0.94948    0.050522]],0,0.25768017768859863
193,18843,[[    0.99843   0.0015703]],0,0.2735719680786133
194,18893,[[    0.87999     0.12001]],0,0.26812124252319336
195,18944,[[    0.87497     0.12503]],0,0.25470590591430664
196,18995,[[    0.50206     0.49794]],0,0.26553916931152344
197,19059,[[    0.90535    0.094652]],0,0.27472472190856934
198,19206,[[    0.99313   0.0068733]],0,0.2980372905731201
199,19308,[[    0.83297     0.16703]],0,0.2998073101043701
200,19410,[[    0.20997     0.79003]],1,0.3051338195800781
201,19593,[[    0.36963     0.63037]],1,0.3371131420135498
202,19660,[[    0.95627     0.04373]],0,0.2703237533569336
203,19713,[[   0.067667     0.93233]],1,0.27213120460510254
204,19810,[[   0.066329     0.93367]],1,0.3073556423187256
205,19910,[[    0.15791     0.84209]],1,0.33284974098205566
206,20010,[[    0.83661     0.16339]],0,0.26576876640319824
207,20159,[[    0.16576     0.83424]],1,0.28600120544433594
208,20212,[[    0.51397     0.48603]],0,0.2897608280181885
209,20407,[[    0.01882     0.98118]],1,0.298236608505249
210,20505,[[    0.16469     0.83531]],1,0.29403138160705566
211,20606,[[   0.084821     0.91518]],1,0.2928309440612793
212,20710,[[    0.23433     0.76567]],1,0.3217020034790039
213,20810,[[    0.26031     0.73969]],1,0.29445767402648926
214,21010,[[    0.71578     0.28422]],0,0.300443172454834
215,21060,[[    0.43954     0.56046]],1,0.3006606101989746
216,21209,[[    0.69914     0.30086]],0,0.2933976650238037
217,21359,[[    0.23514     0.76486]],1,0.30402207374572754
218,21510,[[    0.29686     0.70314]],1,0.2993052005767822
219,21659,[[    0.27082     0.72918]],1,0.26337122917175293
220,21811,[[    0.67042     0.32958]],0,0.28786349296569824
221,21861,[[    0.24249     0.75751]],1,0.2983055114746094
222,21960,[[    0.20572     0.79428]],1,0.32752323150634766
223,22110,[[    0.70113     0.29887]],0,0.257845401763916
224,22208,[[    0.62113     0.37887]],0,0.2699244022369385
225,22260,[[     0.8379      0.1621]],0,0.26868152618408203
226,22360,[[    0.69097     0.30903]],0,0.26537489891052246
227,22460,[[    0.89003     0.10997]],0,0.26436591148376465
228,22560,[[    0.59976     0.40024]],0,0.2683291435241699
229,22810,[[     0.5355      0.4645]],0,0.2832162380218506
230,22860,[[    0.62541     0.37459]],0,0.2874124050140381
231,22960,[[    0.19845     0.80155]],1,0.2538290023803711
232,23108,[[    0.36611     0.63389]],1,0.26636624336242676
233,23159,[[    0.56288     0.43712]],0,0.26133131980895996
234,23259,[[    0.21844     0.78156]],1,0.2831456661224365
