,ind,preds,results,time
0,35,[[    0.24457     0.75543]],1,1.3826887607574463
1,138,[[    0.51209     0.48791]],0,0.26323890686035156
2,209,[[    0.57188     0.42812]],0,0.2535698413848877
3,261,[[    0.36004     0.63996]],1,0.2504439353942871
4,313,[[    0.53498     0.46502]],0,0.26412439346313477
5,387,[[    0.56782     0.43218]],0,0.22734332084655762
6,496,[[    0.59935     0.40065]],0,0.2595791816711426
7,573,[[     0.8726      0.1274]],0,0.24707961082458496
8,677,[[    0.38476     0.61524]],1,0.24219655990600586
9,729,[[    0.36342     0.63658]],1,0.27095961570739746
10,807,[[    0.73486     0.26514]],0,0.26255035400390625
11,859,[[    0.92997     0.07003]],0,0.27733373641967773
12,989,[[    0.34325     0.65675]],1,0.2534341812133789
13,1041,[[     0.8117      0.1883]],0,0.26680493354797363
14,1171,[[    0.80453     0.19547]],0,0.24848556518554688
15,1223,[[     0.5197      0.4803]],0,0.24938511848449707
16,1275,[[    0.55966     0.44034]],0,0.2649364471435547
17,1327,[[    0.86395     0.13605]],0,0.2672743797302246
18,1379,[[    0.66633     0.33367]],0,0.27250146865844727
19,1457,[[    0.73281     0.26719]],0,0.25928330421447754
20,1535,[[    0.94153    0.058467]],0,0.266970157623291
21,1587,[[    0.54499     0.45501]],0,0.2506752014160156
22,1691,[[     0.7485      0.2515]],0,0.2588794231414795
23,1743,[[    0.25584     0.74416]],1,0.2499539852142334
24,1821,[[    0.29982     0.70018]],1,0.265383243560791
25,1899,[[    0.71014     0.28986]],0,0.24788594245910645
26,2029,[[    0.75479     0.24521]],0,0.24067139625549316
27,2107,[[    0.81036     0.18964]],0,0.2557692527770996
28,2159,[[    0.69852     0.30148]],0,0.27298402786254883
29,2237,[[    0.80849     0.19151]],0,0.28310108184814453
30,2471,[[    0.81241     0.18759]],0,0.2626776695251465
31,2601,[[    0.84999     0.15001]],0,0.28913450241088867
32,2657,[[    0.73246     0.26754]],0,0.28655338287353516
33,2757,[[     0.6511      0.3489]],0,0.26569676399230957
34,2861,[[     0.6897      0.3103]],0,0.27681660652160645
35,2939,[[    0.98324    0.016757]],0,0.268902063369751
36,3017,[[    0.47362     0.52638]],1,0.3132607936859131
37,3121,[[    0.52354     0.47646]],0,0.2736234664916992
38,3199,[[    0.76975     0.23025]],0,0.25894761085510254
39,3251,[[     0.5264      0.4736]],0,0.2420957088470459
40,3433,[[    0.77021     0.22979]],0,0.25711774826049805
41,3511,[[    0.39739     0.60261]],1,0.2396857738494873
42,3563,[[    0.48292     0.51708]],1,0.25174546241760254
43,3693,[[    0.91675    0.083249]],0,0.24866652488708496
44,3771,[[    0.68803     0.31197]],0,0.2625253200531006
45,3849,[[    0.78393     0.21607]],0,0.268451452255249
46,3927,[[    0.98041    0.019591]],0,0.26216650009155273
