,ind,preds,results,time
0,60,[[ 1.5468e-07           1]],1,2.408174753189087
1,154,[[ 1.8944e-07           1]],1,0.2793455123901367
2,251,[[ 8.0976e-07           1]],1,0.28736257553100586
3,351,[[ 1.5438e-06           1]],1,0.29407787322998047
4,451,[[ 0.00010245      0.9999]],1,0.28084659576416016
5,551,[[ 6.3239e-05     0.99994]],1,0.279038667678833
6,656,[[ 6.2489e-05     0.99994]],1,0.3056621551513672
7,755,[[ 1.2405e-05     0.99999]],1,0.2781643867492676
8,1001,[[ 9.9163e-10           1]],1,0.30944108963012695
9,1051,[[  5.223e-08           1]],1,0.2827939987182617
10,1201,[[ 3.8436e-12           1]],1,0.2860538959503174
11,1301,[[ 3.3867e-15           1]],1,0.2960186004638672
12,1401,[[ 2.2007e-14           1]],1,0.3033111095428467
13,1451,[[ 9.1925e-14           1]],1,0.2964956760406494
14,1601,[[ 1.5916e-12           1]],1,0.2956387996673584
15,1651,[[ 3.8808e-09           1]],1,0.3030273914337158
16,1751,[[ 1.1145e-09           1]],1,0.29395508766174316
17,1854,[[ 1.5488e-08           1]],1,0.3175227642059326
18,2001,[[ 5.6094e-10           1]],1,0.29848623275756836
19,2072,[[ 2.7811e-10           1]],1,0.25828099250793457
20,2251,[[  4.424e-09           1]],1,0.30455780029296875
21,2301,[[ 7.5334e-10           1]],1,0.27356886863708496
22,2451,[[ 2.8205e-10           1]],1,0.28402042388916016
23,2501,[[ 2.0759e-10           1]],1,0.283038854598999
24,2551,[[ 5.6475e-10           1]],1,0.3037734031677246
25,2701,[[ 6.4618e-10           1]],1,0.32355523109436035
26,2751,[[ 1.5191e-09           1]],1,0.3583798408508301
27,2851,[[ 3.2209e-11           1]],1,0.30683231353759766
28,2944,[[ 7.5754e-10           1]],1,0.3027057647705078
29,3001,[[ 1.5754e-08           1]],1,0.31160974502563477
30,3051,[[ 8.1192e-08           1]],1,0.31561899185180664
31,3151,[[  4.627e-09           1]],1,0.38358139991760254
32,3251,[[ 3.1358e-10           1]],1,0.3656175136566162
33,3401,[[ 7.5129e-10           1]],1,0.29622650146484375
34,3523,[[ 5.3381e-11           1]],1,0.2938964366912842
35,3657,[[ 2.4668e-10           1]],1,0.37620091438293457
36,3800,[[ 2.4582e-11           1]],1,0.27854084968566895
37,3901,[[ 3.8892e-08           1]],1,0.2782413959503174
38,3951,[[ 4.8947e-09           1]],1,0.2908592224121094
39,4005,[[ 3.3636e-09           1]],1,0.2905089855194092
40,4101,[[ 6.2502e-10           1]],1,0.303159236907959
41,4351,[[ 2.9099e-09           1]],1,0.2889084815979004
42,4451,[[ 1.6266e-10           1]],1,0.33530712127685547
43,4561,[[ 7.3035e-07           1]],1,0.3449430465698242
44,4624,[[ 7.8664e-13           1]],1,0.29619264602661133
45,4711,[[ 7.9945e-11           1]],1,0.28135037422180176
46,4800,[[  1.793e-06           1]],1,0.2564547061920166
47,4886,[[ 1.3661e-11           1]],1,0.26054835319519043
48,4949,[[ 1.2991e-13           1]],1,0.28310132026672363
49,5030,[[ 1.8657e-14           1]],1,0.27734994888305664
50,5099,[[ 2.3417e-13           1]],1,0.2806532382965088
51,5151,[[ 1.3599e-13           1]],1,0.29065442085266113
52,5249,[[ 1.3171e-15           1]],1,0.29665565490722656
53,5301,[[ 1.5578e-15           1]],1,0.2986180782318115
54,5449,[[ 3.3954e-15           1]],1,0.2774670124053955
55,5598,[[ 7.9669e-14           1]],1,0.2573423385620117
56,5670,[[ 4.5865e-14           1]],1,0.26101064682006836
57,5748,[[  2.906e-14           1]],1,0.2776975631713867
58,5801,[[ 2.4449e-15           1]],1,0.2865762710571289
59,5897,[[ 1.3525e-13           1]],1,0.26802492141723633
60,6035,[[ 3.3252e-15           1]],1,0.3080418109893799
61,6101,[[  1.825e-14           1]],1,0.280489444732666
62,6154,[[ 1.5515e-13           1]],1,0.28041696548461914
63,6301,[[ 6.5511e-15           1]],1,0.2688016891479492
64,6401,[[ 2.5109e-13           1]],1,0.27717089653015137
65,6501,[[ 8.2056e-15           1]],1,0.2808420658111572
66,6554,[[ 6.6797e-14           1]],1,0.2579493522644043
67,6651,[[ 9.8192e-14           1]],1,0.2756798267364502
68,6735,[[ 3.9417e-12           1]],1,0.28699755668640137
69,6798,[[ 2.2771e-13           1]],1,0.32694530487060547
70,6851,[[ 1.7897e-14           1]],1,0.3343956470489502
71,6997,[[ 1.5561e-13           1]],1,0.2875330448150635
72,7097,[[ 5.0541e-15           1]],1,0.2911832332611084
73,7151,[[ 1.4829e-15           1]],1,0.3002943992614746
74,7201,[[ 4.2013e-14           1]],1,0.2974255084991455
75,7347,[[ 1.4271e-15           1]],1,0.28652381896972656
76,7451,[[ 2.9614e-12           1]],1,0.2682974338531494
77,7521,[[  1.477e-15           1]],1,0.2809112071990967
78,7647,[[ 2.1799e-07           1]],1,0.29607510566711426
79,7847,[[ 1.5294e-12           1]],1,0.2644515037536621
80,7947,[[ 2.3037e-10           1]],1,0.25322651863098145
81,8115,[[ 7.5089e-10           1]],1,0.2953336238861084
82,8201,[[ 1.2863e-08           1]],1,0.259533166885376
83,8259,[[ 1.0391e-07           1]],1,0.27149367332458496
84,8346,[[ 1.8901e-08           1]],1,0.2728610038757324
85,8451,[[ 7.5401e-09           1]],1,0.30973291397094727
86,8501,[[ 4.0265e-09           1]],1,0.2753596305847168
87,8696,[[ 1.6196e-08           1]],1,0.2862980365753174
88,8751,[[ 3.2692e-08           1]],1,0.3442552089691162
89,8851,[[ 1.0422e-07           1]],1,0.2546114921569824
90,8901,[[ 4.7823e-09           1]],1,0.2558248043060303
91,9001,[[  1.491e-07           1]],1,0.2664835453033447
92,9121,[[ 2.2707e-07           1]],1,0.2390279769897461
93,9201,[[ 4.3123e-08           1]],1,0.3255887031555176
94,9396,[[ 1.2515e-08           1]],1,0.2694118022918701
95,9501,[[  7.803e-10           1]],1,0.27697134017944336
96,9651,[[  1.353e-08           1]],1,0.2839367389678955
97,9770,[[ 1.3586e-09           1]],1,0.28756237030029297
98,10076,[[  4.294e-09           1]],1,0.24443554878234863
99,10151,[[  1.365e-09           1]],1,0.27787065505981445
100,10245,[[ 8.5798e-09           1]],1,0.26500368118286133
101,10295,[[ 3.3247e-08           1]],1,0.2969942092895508
102,10351,[[ 4.1958e-08           1]],1,0.26987361907958984
103,10510,[[ 1.7172e-08           1]],1,0.27295947074890137
104,10564,[[ 2.7802e-09           1]],1,0.26935338973999023
105,10676,[[ 3.8463e-11           1]],1,0.26825761795043945
106,10738,[[   5.05e-12           1]],1,0.2659626007080078
107,10794,[[ 1.3471e-10           1]],1,0.26411938667297363
108,10901,[[ 1.3231e-10           1]],1,0.2825922966003418
109,11001,[[ 5.9958e-10           1]],1,0.2774991989135742
110,11051,[[  1.588e-11           1]],1,0.27420759201049805
111,11101,[[ 4.2964e-10           1]],1,0.2526366710662842
112,11294,[[  5.432e-11           1]],1,0.2964003086090088
113,11444,[[ 2.6474e-05     0.99997]],1,0.2754173278808594
114,11501,[[ 1.2265e-08           1]],1,0.3037376403808594
115,11668,[[ 5.3253e-08           1]],1,0.2758352756500244
116,11756,[[ 1.6062e-05     0.99998]],1,0.2910501956939697
117,11844,[[    0.18914     0.81086]],1,0.30482029914855957
118,11901,[[    0.62003     0.37997]],0,0.2946176528930664
119,11994,[[ 8.1893e-08           1]],1,0.2891507148742676
120,12144,[[ 9.3126e-10           1]],1,0.2798771858215332
121,12368,[[ 5.3437e-07           1]],1,0.2561333179473877
122,12501,[[ 8.0725e-06     0.99999]],1,0.35748291015625
123,12644,[[   0.006091     0.99391]],1,0.25925111770629883
124,12851,[[ 0.00050208      0.9995]],1,0.259981632232666
125,13068,[[ 3.4644e-08           1]],1,0.27936339378356934
126,13243,[[ 9.4028e-10           1]],1,0.2650113105773926
127,13343,[[ 2.4003e-08           1]],1,0.25278782844543457
128,13401,[[ 3.0181e-09           1]],1,0.26355409622192383
