,0,1,2,3,4
0,37,1,0,0.9180417060852051,[0.0]
1,151,1,0,0.9247683882713318,[0.0]
2,251,1,0,0.9125921130180359,[0.0]
3,301,1,0,0.9164936542510986,[0.0]
4,401,1,0,0.9230912923812866,[0.0]
5,451,1,0,0.9207428097724915,[0.0]
6,601,1,0,0.9220402836799622,[0.0]
7,701,1,0,0.917077898979187,[0.0]
8,754,1,0,0.9285817742347717,[0.0]
9,901,1,0,0.918847382068634,[0.0]
10,951,1,0,0.9174675941467285,[0.0]
11,1104,1,0,0.9148925542831421,[0.0]
12,1308,1,0,0.9171442985534668,[0.0]
13,1402,1,0,0.9068498611450195,[0.0]
14,1501,1,0,0.9066867828369141,[0.0]
15,1651,1,0,0.9252772331237793,[0.0]
16,1801,1,0,0.9121330976486206,[0.0]
17,1851,1,0,0.9206185340881348,[0.0]
18,1951,1,0,0.9328411817550659,[0.0]
19,2003,1,0,0.924223780632019,[0.0]
20,2151,1,0,0.8980339765548706,[0.0]
21,2251,1,0,0.9093413949012756,[0.0]
22,2305,1,0,0.9070687294006348,[0.0]
23,2405,1,0,0.92893385887146,[0.0]
24,2553,1,0,0.9273677468299866,[0.0]
25,2701,1,0,0.9263705015182495,[0.0]
26,2751,1,0,0.926688551902771,[0.0]
27,2801,1,0,0.9306237697601318,[0.0]
28,2951,1,0,0.9263995289802551,[0.0]
29,3101,1,0,0.9265518188476562,[0.0]
30,3250,1,0,0.9293094873428345,[0.0]
31,3400,1,0,0.9349043965339661,[0.0]
32,3473,1,0,0.9291772246360779,[0.0]
33,3543,1,0,0.9354783296585083,[0.0]
34,3625,1,0,0.9366743564605713,[0.0]
35,3755,1,0,0.9169440865516663,[0.0]
36,3900,1,0,0.9117000699043274,[0.0]
37,3974,1,0,0.9177421927452087,[0.0]
38,4055,1,0,0.9287712574005127,[0.0]
39,4199,1,0,0.9206599593162537,[0.0]
40,4256,1,0,0.9347227811813354,[0.0]
41,4356,1,0,0.9137983918190002,[0.0]
42,4554,1,0,0.9254790544509888,[0.0]
43,4605,1,0,0.925469160079956,[0.0]
44,4655,1,0,0.9241179823875427,[0.0]
45,4750,1,0,0.9193528294563293,[0.0]
46,4804,1,0,0.9234440326690674,[0.0]
47,4855,1,0,0.9322499632835388,[0.0]
48,4954,1,0,0.9269663691520691,[0.0]
49,5050,1,0,0.9272897243499756,[0.0]
50,5151,1,0,0.9147487282752991,[0.0]
51,5201,1,0,0.9041343331336975,[0.0]
52,5255,1,0,0.9100257158279419,[0.0]
53,5355,1,0,0.9063884615898132,[0.0]
54,5450,1,0,0.9217281937599182,[0.0]
55,5555,1,0,0.9246454238891602,[0.0]
56,5751,1,0,0.9316287636756897,[0.0]
57,5803,1,0,0.926977813243866,[0.0]
58,5854,1,0,0.919792890548706,[0.0]
59,6053,1,0,0.9143994450569153,[0.0]
60,6153,1,0,0.9248381853103638,[0.0]
61,6348,1,0,0.9305124878883362,[0.0]
62,6451,1,0,0.9335249066352844,[0.0]
63,6551,1,0,0.9306985139846802,[0.0]
64,6603,1,0,0.9312416315078735,[0.0]
65,6654,1,0,0.9269202351570129,[0.0]
66,6751,1,0,0.9261001944541931,[0.0]
67,6851,1,0,0.9287471771240234,[0.0]
68,6951,1,0,0.9253877997398376,[0.0]
69,7051,1,0,0.9136437177658081,[0.0]
70,7104,1,0,0.9164672493934631,[0.0]
71,7253,1,0,0.9320017099380493,[0.0]
72,7347,1,0,0.9392743110656738,[0.0]
73,7401,1,0,0.9313117265701294,[0.0]
74,7501,1,0,0.9373136162757874,[0.0]
75,7553,1,0,0.9384464025497437,[0.0]
76,7622,1,0,0.9393724203109741,[0.0]
77,7704,1,0,0.9160140752792358,[0.0]
78,7853,1,0,0.9110249280929565,[0.0]
79,8048,1,0,0.9307354688644409,[0.0]
80,8153,1,0,0.9272167682647705,[0.0]
81,8246,1,0,0.9274518489837646,[0.0]
82,8301,1,0,0.9324872493743896,[0.0]
83,8451,1,0,0.9229558110237122,[0.0]
84,8651,1,0,0.9189956784248352,[0.0]
85,8851,1,1,0.8956431150436401,[1.0]
86,8996,2,1,0.9122658967971802,"[1.0, 0.0]"
87,9046,2,1,0.890877902507782,"[1.0, 0.0]"
88,9096,2,1,0.8499906063079834,"[1.0, 0.0]"
89,9151,1,1,0.9093989729881287,[1.0]
90,9201,1,1,0.9162972569465637,[1.0]
91,9300,2,1,0.892083466053009,"[1.0, 0.0]"
92,9351,1,1,0.9053119421005249,[1.0]
93,9421,1,1,0.8909034729003906,[1.0]
94,9521,1,1,0.900310218334198,[1.0]
95,9646,2,1,0.8950173258781433,"[1.0, 0.0]"
96,9701,1,1,0.9375011324882507,[1.0]
97,9801,1,1,0.9215248227119446,[1.0]
98,9945,1,1,0.9192609190940857,[1.0]
99,10045,1,1,0.9110129475593567,[1.0]
100,10145,2,1,0.8763417601585388,"[1.0, 0.0]"
