,0,1,2,3,4
0,37,1,0,0.9117571711540222,[0.0]
1,103,1,0,0.9016739130020142,[0.0]
2,251,1,0,0.9035367965698242,[0.0]
3,304,1,0,0.9022462964057922,[0.0]
4,551,1,0,0.9043108224868774,[0.0]
5,604,1,0,0.9077060222625732,[0.0]
6,701,1,0,0.8984905481338501,[0.0]
7,801,1,0,0.907547116279602,[0.0]
8,853,1,0,0.9132939577102661,[0.0]
9,1003,1,0,0.903502881526947,[0.0]
10,1101,1,0,0.9045416712760925,[0.0]
11,1151,1,0,0.9029195308685303,[0.0]
12,1401,1,0,0.9036523103713989,[0.0]
13,1451,1,0,0.9135022759437561,[0.0]
14,1504,1,0,0.9050038456916809,[0.0]
15,1701,1,0,0.9052377343177795,[0.0]
16,1803,1,0,0.9067549109458923,[0.0]
17,1954,1,0,0.9032426476478577,[0.0]
18,2004,1,0,0.9028207659721375,[0.0]
19,2204,1,0,0.911307156085968,[0.0]
20,2401,1,0,0.9045141339302063,[0.0]
21,2454,1,0,0.9058332443237305,[0.0]
22,2601,1,0,0.90561443567276,[0.0]
23,2654,1,0,0.9074276685714722,[0.0]
24,2851,1,0,0.9096192717552185,[0.0]
25,2951,1,0,0.9061940908432007,[0.0]
26,3051,1,0,0.9080605506896973,[0.0]
27,3104,1,0,0.9077739119529724,[0.0]
28,3206,1,0,0.9120845198631287,[0.0]
29,3301,1,0,0.9110732078552246,[0.0]
30,3451,1,0,0.9072481393814087,[0.0]
31,3505,1,0,0.9060550332069397,[0.0]
32,3601,1,0,0.906369149684906,[0.0]
33,3651,1,0,0.9074064493179321,[0.0]
34,3801,1,0,0.9078785181045532,[0.0]
35,3851,1,0,0.9026174545288086,[0.0]
36,3951,1,0,0.9047170281410217,[0.0]
37,4051,1,0,0.9081276655197144,[0.0]
38,4106,1,0,0.9049890637397766,[0.0]
39,4201,1,0,0.9060239195823669,[0.0]
40,4301,1,0,0.9120174646377563,[0.0]
41,4353,1,0,0.9048324227333069,[0.0]
42,4403,1,0,0.9061523079872131,[0.0]
43,4551,1,0,0.905009388923645,[0.0]
44,4701,1,0,0.9080867767333984,[0.0]
45,4804,1,0,0.9043188095092773,[0.0]
46,4901,1,0,0.9070358872413635,[0.0]
47,5001,1,0,0.9040024876594543,[0.0]
48,5055,1,0,0.910614013671875,[0.0]
49,5151,1,0,0.9110190868377686,[0.0]
50,5250,1,0,0.9033615589141846,[0.0]
51,5301,1,0,0.9021103978157043,[0.0]
52,5451,1,0,0.9089966416358948,[0.0]
53,5503,1,0,0.9031819701194763,[0.0]
54,5601,1,0,0.90482497215271,[0.0]
55,5652,1,0,0.9098736047744751,[0.0]
56,5702,1,0,0.9063002467155457,[0.0]
57,5799,1,0,0.9080750942230225,[0.0]
58,5903,1,0,0.9043775200843811,[0.0]
59,6001,1,0,0.9102829694747925,[0.0]
60,6103,1,0,0.9034501910209656,[0.0]
61,6199,1,0,0.9014381766319275,[0.0]
62,6253,1,0,0.8998041749000549,[0.0]
63,6451,1,0,0.8960181474685669,[0.0]
64,6551,1,0,0.9029775261878967,[0.0]
65,6603,1,0,0.8997730016708374,[0.0]
66,6701,1,0,0.8986313939094543,[0.0]
67,6901,1,0,0.9014251828193665,[0.0]
68,7001,1,0,0.8951002955436707,[0.0]
69,7051,1,0,0.8959174156188965,[0.0]
70,7151,1,0,0.8970426321029663,[0.0]
71,7251,1,0,0.8943608999252319,[0.0]
72,7351,1,0,0.896925151348114,[0.0]
73,7421,1,0,0.905643105506897,[0.0]
74,7551,1,0,0.8968180418014526,[0.0]
75,7651,1,0,0.9006455540657043,[0.0]
76,7752,1,0,0.9056997895240784,[0.0]
77,7901,1,0,0.9056724309921265,[0.0]
78,7953,1,0,0.9074463248252869,[0.0]
79,8048,1,0,0.9072049260139465,[0.0]
80,8103,1,0,0.9028560519218445,[0.0]
81,8201,1,0,0.9037187099456787,[0.0]
82,8253,1,0,0.9078633189201355,[0.0]
83,8351,1,0,0.8723291754722595,[0.0]
84,8421,1,0,0.8895553350448608,[0.0]
85,8501,1,0,0.8846564292907715,[0.0]
86,8701,1,0,0.8906323909759521,[0.0]
87,8851,1,0,0.8870252966880798,[0.0]
88,8901,1,0,0.8813386559486389,[0.0]
89,9049,1,0,0.8972248435020447,[0.0]
90,9150,1,0,0.9108562469482422,[0.0]
91,9201,1,0,0.8927823305130005,[0.0]
